name,pronunciation,meaning,type,length,weight,diet,teeth,food,how_moved,when_it_lived,found_it,taxonomy,foundators,year,species_type,comments,img_url,length_clean,diet_clean,taxonomy_depth,site1,site2,site3,site4,era,time_range,start,end,weight_clean,meaning_clean,year_clean,herbivorous,lifespan
Corythosaurus,koh-rith-OH-sore-us,'Corinthian helmet lizard',large ornithopod,10.0m,,herbivorous,,,,"Late Cretaceous, 76-74 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Lambeosaurinae",Brown ,(1914) ,casuarius,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coryth.jpg,10.0,herbivorous,5,Canada,USA,,,late cretaceous,76-74 million years ago,76.0,74.0,,Corinthian helmet lizard,1914.0,1.0,2.0
Cryolophosaurus,cry-o-loaf-oh-sore-us,'frozen crested lizard',large theropod,8.0m,500kg,carnivorous,many sharp and pointed teeth,other animals,on 2 legs,"Early Jurassic, 170 million years ago",Antarctica,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria",Hammer and Hickerson ,(1994) ,elliotti,  Cryolophosaurus is one of the earliest meat-eating dinosaurs found so far. It lived in what is now Antarctica and had a small curved crest on the top of its head.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cryolopho.jpg,8.0,carnivorous,7,Antarctica,,,,early jurassic,170 million years ago,170.0,170.0,500.0,frozen crested lizard,1994.0,0.0,0.0
Dacentrurus,dah-sen-troo-russ,'pointed tail',armoured dinosaur,6.0m,,herbivorous,,,,"Late Jurassic, 154-150 million years ago","England,
						
							France,
						
							Portugal,
						
							United Kingdom","Dinosauria, Ornithischia, Thyreophora, Stegosauria, Stegosauridae",Lucas ,(1902) ,armatus,  Dacentrurus was the first stegosaur ever discovered.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dacentr.jpg,6.0,herbivorous,5,England,France,Portugal,UnitedKingdom,late jurassic,154-150 million years ago,154.0,150.0,,pointed tail,1902.0,1.0,4.0
Daspletosaurus,dass-PLEE-toe-SORE-us,'frightful lizard',large theropod,9.0m,,carnivorous,,,,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Russell ,(1970) ,torosus,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/daspelet.jpg,9.0,carnivorous,6,Canada,,,,late cretaceous,76-74 million years ago,76.0,74.0,,frightful lizard,1970.0,0.0,2.0
Datousaurus,dah-too-SORE-us,'Datou lizard',sauropod,15.0m,,herbivorous,,,,"Mid Jurassic, 170 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Dong and Tang ,(1984) ,bashanensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/datou.jpg,15.0,herbivorous,4,China,,,,mid jurassic,170 million years ago,170.0,170.0,,Datou lizard,1984.0,1.0,0.0
Deinocheirus,DINE-oh-KIRE-us,'terrible hand',large theropod,10.0m,,omnivorous,,,,"Late Cretaceous, 70-66 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Ornithomimosauria",OsmÃÂ³lska and Roniewicz ,(1970) ,mirificus,"  Originally, scientists only had a pair of arm bones with big, long claws to learn about Deinocheirus. But in 2014, new material revealed that it had a unique, large hump on its back, supported by its back bones. Now we know that it was a truly bizarre-lo",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/deinoc.jpg,10.0,omnivorous,4,Mongolia,,,,late cretaceous,70-66 million years ago,70.0,66.0,,terrible hand,1970.0,0.0,4.0
Deinonychus,dye-NON-ick-us,'terrible claw',small theropod,3.4m,100kg,carnivorous,backward-curving,"plant-eating dinosaurs and other vertebrates, such as mammals",on 2 legs,"Early Cretaceous, 115-108 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Dromaeosauridae",Ostrom ,(1969) ,antirrhopus,"  Deinonychus was a small meat-eating dinosaur. It lived in what is now North America during the Early Cretaceous Period.  This dinosaur had a large, sickle-shaped talon on the second toe of each foot. When not in use the claw was held off the ground to ke",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/deinonychus.jpg,3.4,carnivorous,4,USA,,,,early cretaceous,115-108 million years ago,115.0,108.0,100.0,terrible claw,1969.0,0.0,7.0
Deltadromeus,del-tah-drohm-ee-us,'delta runner',large theropod,8.1m,,carnivorous,,,,"Late Cretaceous, 99-94 million years ago",Morocco,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria","Sereno, Duthiel, Iarochene, Larsson, Lyon, Magwene, Sidor, Varricchio and Wilson ",(1996) ,agilis,  Deltadromeus is known from a single partial skeleton.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Deltadromeus.jpg,8.1,carnivorous,7,Morocco,,,,late cretaceous,99-94 million years ago,99.0,94.0,,delta runner,1996.0,0.0,5.0
Dicraeosaurus,die-KRAY-oh-SORE-us,'forked lizard',sauropod,20.0m,,herbivorous,,,,"Late Jurassic, 150-135 million years ago",Tanzania,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae",Janensch ,(1914) ,hansemanni,  This dinosaur is named 'forked lizard' because of the forked spines in its backbone.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dicraeosaurus.jpg,20.0,herbivorous,8,Tanzania,,,,late jurassic,150-135 million years ago,150.0,135.0,,forked lizard,1914.0,1.0,15.0
Dilophosaurus,die-LOAF-oh-sore-us,'two-ridged lizard',large theropod,6.0m,300kg,carnivorous,lots of sharp and curved teeth,other animals,on 2 legs,"Early Jurassic, 190 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Dilophosauridae",wetherilli ,,wetherilli,"  Dilophosaurus was a fast-moving meat-eating dinosaur.  A kink in its upper jaw may mean that it ate a certain kind of food, or attacked by gripping and holding on to prey - modern crocodiles have a similar kink.  The pair of thin bony crests on its head ",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dilopho.jpg,6.0,carnivorous,5,USA,,,,early jurassic,190 million years ago,190.0,190.0,300.0,two-ridged lizard,,0.0,0.0
Diplodocus,DIP-low DOCK-us,'double beam',sauropod,26.0m,15000kg,herbivorous,rows of teeth like a comb,leaves from trees and soft plants,on 4 legs,"Late Jurassic, 152-145 million years ago",USA,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae",Marsh ,(1878) ,longus,"  Diplodocus had a long neck that it would have used to reach high and low vegetation, and to drink water. There has been some debate over how such a long neck would have been held.  Scientists now think that ligaments running from the hip to the back of t",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/diplodocus.jpg,26.0,herbivorous,8,USA,,,,late jurassic,152-145 million years ago,152.0,145.0,15000.0,double beam,1878.0,1.0,7.0
Dracorex,dray-ko-rex,'Dragon king',pachycephalosaur,4.0m,,herbivorous,,,,"Late Cretaceous, 66 million years ago",USA,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae","Bakker, Sullivan, Porter, Larson and Saulsbury ",(2006) ,hogwartsia,  Dracorex is a pachycephalosaur from the end of the Cretaceous Period which was identified after the discovery of a spectacular skull. The skull lacks the dome characteristic of this group and instead has spikes and frills reminiscent of a mythical dragon,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dracorex.jpg,4.0,herbivorous,7,USA,,,,late cretaceous,66 million years ago,66.0,66.0,,Dragon king,2006.0,1.0,0.0
Dreadnoughtus,dred-NAW-tus,'fears nothing',sauropod,26.0m,,herbivorous,,,on four legs,"Late Cretaceous, 76-70 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Lacovara and colleagues ,(2014) ,schrani,"  Dreadnoughtus was a giant sauropod, a member of the group called titanosaurs. It lived in South America during the Cretaceous Period.  Many titanosaurs are known from only a few bones, but scientists have found around half of the skeleton of Dreadnoughtu",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dreadnoughtus-c.jpg,26.0,herbivorous,10,Argentina,,,,late cretaceous,76-70 million years ago,76.0,70.0,,fears nothing,2014.0,1.0,6.0
Dromaeosaurus,DROM-ee-oh-saw-russ,'running lizard',small theropod,1.8m,15kg,carnivorous,"small, razor-sharp, backward-curving teeth",vertebrates,on 2 legs,"Late Cretaceous, 76-74 million years ago","Canada,
						
							USA","Dinosauria, Saurischia, Theropoda, Dromaeosauridae",Matthew and Brown ,(1922) ,albertensis,  The back foot of this dinosaur had a large claw for kicking.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/droma.jpg,1.8,carnivorous,4,Canada,USA,,,late cretaceous,76-74 million years ago,76.0,74.0,15.0,running lizard,1922.0,0.0,2.0
Dromiceiomimus,dro-MI-see-oh-me-muss,'emu mimic',large theropod,3.5m,100kg,omnivorous,horny beak,"plants, possibly insects and animals too",on 2 legs,"Late Cretaceous, 74-70 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Ornithomimosauria, Ornithomimidae",Parks ,(1926) ,brevitertius,"  Dromiceiomimus looked very like a modern ostrich, but without the thick layer of feathers (it may have had some feathers).  Dromiceiomimus is now a nomen dubium (dubious name), because the fossils are no longer thought to represent a distinct dinosaur ty",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dromic.jpg,3.5,omnivorous,5,Canada,,,,late cretaceous,74-70 million years ago,74.0,70.0,100.0,emu mimic,1926.0,0.0,4.0
Dryosaurus,dry-oh-SORE-us,'oak lizard',small ornithopod,4.0m,,herbivorous,,,,"Late Jurassic, 155-140 million years ago","Tanzania,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Dryosauridae",Marsh ,(1894) ,altus,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dryo.jpg,4.0,herbivorous,8,Tanzania,USA,,,late jurassic,155-140 million years ago,155.0,140.0,,oak lizard,1894.0,1.0,15.0
Dryptosaurus,drip-toe-SORE-us,'tearing lizard',large theropod,6.4m,,carnivorous,,,,"Late Cretaceous, 84-66 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Tyrannosauroidea",Cope ,(1866) ,aquilunguis, Laelaps This dinosaur was originally named Laelaps by Edward Drinker Cope. His rival Othniel Charles Marsh realised that this name was already being used for a mite and renamed the dinosaur Dryptosaurus in 1877.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/drypto.jpg,6.4,carnivorous,4,USA,,,,late cretaceous,84-66 million years ago,84.0,66.0,,tearing lizard,1866.0,0.0,18.0
Dubreuillosaurus,dub-rhe-oo-oh-sore-us,'(unknown)',large theropod,,,carnivorous,,,,"Late Jurassic, 169-164 million years ago",France,"Dinosauria, Saurischia, Theropoda, Megalosauridae, Eustreptospondylinae",Allain ,(2005) ,valesdunensis,"  Partial skull and partial skeletons of Dubreuillosaurus have been found, but not enough to work out its overall size, although we know it was a large dinosaur.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dubreuillosaurus.jpg,,carnivorous,5,France,,,,late jurassic,169-164 million years ago,169.0,164.0,,,2005.0,0.0,5.0
Edmontonia,ed-mon-TONE-ee-ah,'of Edmonton',armoured dinosaur,4.0m,,herbivorous,,,,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Nodosauridae",Sternberg ,(1928) ,longiceps,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Edmontonia.jpg,4.0,herbivorous,5,Canada,,,,late cretaceous,76-74 million years ago,76.0,74.0,,of Edmonton,1928.0,1.0,2.0
Edmontosaurus,ed-MON-toe-sore-us,'Edmonton lizard',large ornithopod,13.0m,3400kg,herbivorous,"horny beak and 1,000 grinding cheek teeth","tough pine needles, cones and twigs",on 2 or 4 legs,"Late Cretaceous, 76-66 million years ago",Canada,"Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Lambe ,(1917) ,regalis,"  Hard conifer needles, twigs and seeeds have been found in Edmontosaurus stomachs. Mummified specimens have some preserved skin, so we know its texture (but not the colour).",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/edmonto.jpg,13.0,herbivorous,6,Canada,,,,late cretaceous,76-66 million years ago,76.0,66.0,3400.0,Edmonton lizard,1917.0,1.0,10.0
Einiosaurus,ie-nee-oh-sore-us,'bison lizard',ceratopsian,6.0m,,herbivorous,,,,"Late Cretaceous, 74 million years ago",USA,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Sampson ,(1995) ,procurvicornis,  Einiosaurus had a large downward-curving nasal horn.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Einiosaurus.jpg,6.0,herbivorous,10,USA,,,,late cretaceous,74 million years ago,74.0,74.0,,bison lizard,1995.0,1.0,0.0
Elaphrosaurus,el-a-fro-sore-us,'fleet lizard',large theropod,6.2m,,carnivorous,,,,"Late Jurassic, 154-151 million years ago",Tanzania,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria",Janensch ,(1920) ,bambergi,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Elaphrosaurus.jpg,6.2,carnivorous,6,Tanzania,,,,late jurassic,154-151 million years ago,154.0,151.0,,fleet lizard,1920.0,0.0,3.0
Emausaurus,em-ow-sore-us,'EMAU (Ernst-Moritz-Arndt-UniversitÃÂ¤t) lizard',armoured dinosaur,2.0m,,herbivorous,,,,"Mid Jurassic, 190-180 million years ago",Germany,"Dinosauria, Ornithischia, Thyreophora",Haubold ,(1991) ,ernsti,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Emausaurus.jpg,2.0,herbivorous,3,Germany,,,,mid jurassic,190-180 million years ago,190.0,180.0,,EMAU (Ernst-Moritz-Arndt-UniversitÃÂ¤t) lizard,1991.0,1.0,10.0
Eolambia,ee-oh-lam-bee-ah,'dawn lambeosaurine',large ornithopod,,,herbivorous,,,,"Late Cretaceous, 99-94 million years ago",USA,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Kirkland ,(1998) ,caroljonesa,"  Eolambia is known from the skulls and postcrania of several individuals, both juveniles and adults.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eolambia.jpg,,herbivorous,9,USA,,,,late cretaceous,99-94 million years ago,99.0,94.0,,dawn lambeosaurine,1998.0,1.0,5.0
Eoraptor,EE-oh-RAP-tor,'early plunderer',small theropod,1.7m,10kg,carnivorous,"small, razor-sharp, backward-curving teeth",vertebrates,on 2 legs,"Late Triassic, 228 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda","Sereno, Forster, Rogers and Monetta ",(1993) ,lunensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/eor.jpg,1.7,carnivorous,3,Argentina,,,,late triassic,228 million years ago,228.0,228.0,10.0,early plunderer,1993.0,0.0,0.0
Eotyrannus,ee-oh-ti-ran-us,'dawn tyrant',large theropod,5.0m,,carnivorous,,,,"Early Cretaceous, 127-121 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Theropoda, Tyrannosauroidea","Hutt, Naish, Martill, Barker and Newberry ",(2001) ,lengi,  Eotyrannus is known from a partial skull and partial skeleton.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eotyrannus.jpg,5.0,carnivorous,4,England,UnitedKingdom,,,early cretaceous,127-121 million years ago,127.0,121.0,,dawn tyrant,2001.0,0.0,6.0
Equijubus,ee-kwee-joo-bus,'(unknown)',large ornithopod,,,herbivorous,,,,"Early Cretaceous, 127-99 million years ago",China,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea","You, Luo, Shubin, Witmer, Tang and Tang ",(2003) ,normani,"  Known from skull and postcrania, Equijubus is thought to be the earliest duck-billed dinosaur (hadrosaur).",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Equijubus.jpg,,herbivorous,9,China,,,,early cretaceous,127-99 million years ago,127.0,99.0,,,2003.0,1.0,28.0
Erketu,er-kee-tu,'Erketu = Tengri (a Mongolian creator-god)',sauropod,15.0m,,herbivorous,,,,Early Cretaceous,Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Ksepka and Norell ,(2006) ,ellisoni,"  Erketu is known from articulated cervical vertebrae (backbone), a sternal plate (breastbone) and an articulated lower leg.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erketu.jpg,15.0,herbivorous,10,Mongolia,,,,early cretaceous,,,,,Erketu = Tengri (a Mongolian creator-god),2006.0,1.0,
Erlikosaurus,er-lik-oh-sore-us,'Erlik's lizard',small theropod,3.4m,,omnivorous,,,,"Late Cretaceous, 99-89 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Perle vide Barsbold and Perle ,(1980) ,andrewsi,  Erlikosaurus is known from a skull and partial skeleton.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erlikosaurus.jpg,3.4,omnivorous,12,Mongolia,,,,late cretaceous,99-89 million years ago,99.0,89.0,,Erlik's lizard,1980.0,0.0,10.0
Euhelopus,yoo-hel-oh-pus,'1 marsh foot',sauropod,10.0m,,herbivorous,,,,"Late Jurassic, 154-142 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda",Wiman ,(1929) ,zdanskyi,  Euhelopus is known from a skull and partial postcranial skeletons.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Euhelopus.jpg,10.0,herbivorous,5,China,,,,late jurassic,154-142 million years ago,154.0,142.0,,1 marsh foot,1929.0,1.0,12.0
Euoplocephalus,you-OH-plo-kef-ah-luss,'well-armoured head',armoured dinosaur,7.0m,2000kg,herbivorous,horny beak and chewing teeth,plant material,on 4 legs,"Late Cretaceous, 76-70 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae",tutus ,,tutus,"  Euoplocephalus had bony spikes and armour plating on its back, and a bony tail club used for defence.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/euoplo.jpg,7.0,herbivorous,5,Canada,USA,,,late cretaceous,76-70 million years ago,76.0,70.0,2000.0,well-armoured head,,1.0,6.0
Europasaurus,yoo-roh-pah-sore-us,'Europe lizard',sauropod,6.2m,,herbivorous,,,,"Late Jurassic, 154-151 million years ago",Germany,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria","Sander, Mateus, Laven and KnÃÂ¶tschke ",(2006) ,holgeri,"  Although Europasaurus was a dwarf sauropod, it still grew to around 6m long.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Europasaurus.jpg,6.2,herbivorous,7,Germany,,,,late jurassic,154-151 million years ago,154.0,151.0,,Europe lizard,2006.0,1.0,3.0
Eustrepto-spondylus,ewe-strep-toe-SPON-die-luss,'well-curved vertebra',large theropod,7.0m,,carnivorous,,,,"Mid Jurassic, 165 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Theropoda, Megalosauridae, Eustreptospondylinae",Walker ,(1964) ,oxoniensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eustreptospondylus.jpg,7.0,carnivorous,5,England,UnitedKingdom,,,mid jurassic,165 million years ago,165.0,165.0,,well-curved vertebra,1964.0,0.0,0.0
